count,T_count,sum_leg,reflex,on_reflex_,reflex_index,traj_error
1260,3,[801.   8.  31. 807. 802.  27.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2.  97. -96.   1.   0.   0.  -3.   4.   2.  -3.  96. -97.   2.  96.
 -95.   3.  -4.   0.]"
1261,3,[794.   6.  31. 800. 791.  27.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2.  95. -95.   2.   0.   1.  -3.   4.   2.  -3.  95. -96.   3.  95.
 -94.   4.  -4.   0.]"
1262,3,[785.   6.  33. 790. 782.  28.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2.  94. -94.   2.   0.   0.  -1.   4.   1.  -2.  93. -95.   3.  94.
 -95.   4.  -4.   0.]"
1263,3,[774.   6.  33. 778. 774.  29.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.  93. -92.   2.   0.   0.  -2.   4.   1.  -2.  92. -94.   3.  93.
 -93.   3.  -4.   0.]"
1264,3,[765.   7.  31. 768. 766.  30.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2.  92. -91.   1.   0.   0.  -2.   4.   2.  -3.  92. -92.   2.  92.
 -92.   4.  -4.   0.]"
1265,3,[755.   7.  30. 759. 759.  31.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.  90. -90.   2.   0.   1.  -2.   4.   2.  -2.  91. -91.   3.  91.
 -91.   2.  -4.   0.]"
1266,3,[746.   7.  29. 749. 752.  29.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1.  90. -89.   2.   0.   1.  -2.   4.   2.  -3.  90. -89.   2.  90.
 -89.   2.  -3.   0.]"
1267,3,[736.   7.  31. 741. 741.  26.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1.  89. -89.   0.   0.   1.  -1.   4.   1.  -1.  89. -89.   1.  89.
 -88.   1.  -4.   0.]"
1268,3,[727.   0.  30. 732. 730.  24.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1.  87. -88.   1.   0.   1.  -1.   4.   1.  -2.  88. -88.   2.  87.
 -87.   2.  -4.   0.]"
1269,3,[718.   4.  28. 723. 720.  22.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.  86. -86.   0.   0.   1.  -1.   4.   1.  -1.  86. -86.   3.  86.
 -85.   1.  -3.   0.]"
1270,3,[710.   4.  26. 712. 709.  20.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1.  85. -84.   0.  -1.   1.  -2.   5.   1.  -2.  85. -84.   1.  84.
 -84.   1.  -4.   0.]"
1271,3,[700.   4.  26. 701. 697.  20.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2.  84. -82.   0.  -1.   1.  -2.   5.   1.  -2.  84. -84.   1.  84.
 -83.   1.  -3.   0.]"
1272,3,[689.   4.  28. 692. 687.  19.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2.  83. -82.   0.  -1.   0.  -2.   4.   1.  -2.  82. -81.   2.  81.
 -82.   1.  -4.   0.]"
1273,3,[680.   0.  29. 679. 676.  18.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2.  81. -81.   0.  -1.  -1.  -2.   4.   1.  -2.  81. -81.   2.  81.
 -81.   2.  -4.   1.]"
1274,3,[669.   4.  30. 670. 666.  20.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.  79. -79.   0.  -2.   0.  -3.   3.   0.  -3.  79. -79.   2.  78.
 -79.   1.  -4.   1.]"
1275,3,[660.   5.  25. 660. 656.  20.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.  77. -77.   0.  -2.   0.  -3.   3.   1.  -3.  77. -77.   3.  77.
 -76.   2.  -4.   0.]"
1276,3,[649.   6.  24. 647. 644.  22.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1.  75. -76.   0.  -2.   0.  -2.   1.   0.  -3.  77. -75.   3.  76.
 -76.   3.  -3.   1.]"
1277,3,[634.   7.  21. 637. 634.  23.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1.  74. -73.   0.  -1.   0.  -2.   1.   0.  -3.  74. -74.   2.  73.
 -72.   2.  -3.   0.]"
1278,3,[618.   7.  18. 624. 617.  22.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2.  71. -70.   0.  -1.   0.  -3.   0.   0.  -2.  73. -73.   2.  73.
 -73.   1.  -4.   1.]"
1279,3,[600.   6.  10. 611. 606.  22.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.  69. -67.   0.   0.   0.  -3.   0.   0.  -2.  72. -71.   3.  72.
 -71.   2.  -3.   1.]"
1280,3,[582.   0.  10. 599. 596.  21.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2.  66. -66.   0.   0.   0.  -3.   0.  -1.  -2.  69. -69.   3.  71.
 -69.   1.  -4.   1.]"
1281,3,[564.   0.  11. 584. 584.  20.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.  61. -61.   0.   1.   0.  -4.   0.  -1.  -3.  66. -66.   3.  66.
 -65.   2.  -3.   1.]"
1282,3,[541.   0.  13. 568. 571.  24.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.  58. -60.   0.   1.   0.  -3.   0.  -1.  -3.  65. -64.   3.  64.
 -64.   2.  -3.   0.]"
1283,3,[519.   0.  13. 552. 554.  20.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.  57. -57.  -1.   1.   0.  -3.   1.  -2.  -2.  63. -64.   4.  63.
 -63.   1.  -4.   1.]"
1284,3,[497.   0.  18. 536. 538.  20.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.  56. -56.  -1.   2.   1.  -3.   0.  -2.  -3.  63. -64.   2.  61.
 -62.   2.  -3.   0.]"
1285,3,[478.   5.  19. 526. 520.  20.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.  54. -55.  -1.   2.   0.  -2.   1.  -2.  -2.  63. -62.   2.  59.
 -60.   2.  -4.   1.]"
1286,3,[465.   6.  18. 518. 507.  21.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.  54. -54.  -2.   2.   0.  -2.   1.  -2.  -2.  63. -61.   2.  57.
 -57.   2.  -3.   1.]"
1287,3,[455.  12.  18. 512. 492.  21.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2.  53. -54.  -2.   1.   0.  -1.   0.  -2.  -2.  63. -61.   2.  55.
 -55.   2.  -4.   1.]"
1288,3,[447.  13.  16. 509. 474.  22.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.  50. -52.  -3.   2.   0.  -1.   1.  -3.  -2.  61. -60.   2.  53.
 -53.   2.  -4.   1.]"
1289,3,[437.  15.  15. 502. 457.  27.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.  49. -51.  -3.   1.   0.  -1.   0.  -3.  -2.  60. -59.   2.  52.
 -51.   2.  -4.   1.]"
1290,3,[428.  16.  15. 496. 441.  27.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.  47. -48.  -2.   1.   0.  -2.   1.  -3.  -1.  59. -59.   3.  50.
 -50.   2.  -4.   1.]"
1291,3,[415.  15.  16. 489. 428.  28.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  4.  46. -47.  -3.   1.   0.  -1.   1.  -3.  -1.  59. -56.   3.  49.
 -49.   1.  -4.   1.]"
1292,3,[403.  16.  17. 479. 417.  27.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.  45. -46.  -2.   1.   0.  -2.   1.  -4.  -1.  57. -56.   2.  47.
 -47.   2.  -4.   1.]"
1293,3,[392.  14.  19. 470. 405.  27.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.  42. -44.  -3.   1.   0.  -2.   1.  -4.  -1.  57. -55.   2.  45.
 -45.   2.  -4.   1.]"
1294,3,[378.  14.  25. 462. 392.  27.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.  41. -43.  -3.   1.   0.  -2.   1.  -5.   1.  57. -54.   2.  43.
 -44.   2.  -4.   0.]"
1295,3,[367.  15.  27. 451. 378.  23.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.  38. -41.  -2.   1.   0.  -3.   1.  -4.   1.  57. -55.   3.  42.
 -42.   1.  -4.   1.]"
1296,3,[352.  14.  30. 448. 364.  23.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.  37. -38.  -2.   2.   1.  -1.   1.  -5.   1.  57. -56.   3.  40.
 -41.   2.  -4.   1.]"
1297,3,[336.  15.  30. 448. 352.  23.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.  34. -38.  -3.   1.   0.  -2.   1.  -4.   2.  59. -55.   3.  37.
 -39.   1.  -4.   1.]"
1298,3,[322.  15.  30. 455. 339.  22.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.  32. -36.  -3.   2.   1.  -1.   1.  -4.   3.  58. -56.   2.  36.
 -38.   2.  -4.   1.]"
1299,3,[306.  16.  28. 460. 326.  26.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.  30. -34.  -3.   1.  -1.  -1.   1.  -4.   3.  59. -57.   2.  34.
 -38.   2.  -6.   1.]"
1300,3,[291.  17.  26. 466. 313.  29.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.  28. -32.  -3.   1.   1.  -1.   1.  -6.   5.  59. -57.   2.  33.
 -37.   2.  -5.   1.]"
1301,3,[276.  17.  27. 473. 301.  30.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  4.  25. -30.  -3.   2.   1.  -1.   0.  -5.   5.  60. -57.   2.  31.
 -34.   2.  -5.   1.]"
1302,3,[260.  18.  23. 479. 289.  32.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  4.  23. -28.  -3.   1.   1.  -1.   1.  -6.   5.  61. -56.   2.  30.
 -32.   2.  -6.   1.]"
1303,3,[244.  17.  25. 484. 277.  34.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  4.  20. -26.  -2.   1.   1.  -1.   2.  -5.   5.  59. -56.   2.  27.
 -31.   2.  -6.   0.]"
1304,3,[227.  20.  26. 485. 263.  30.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  4.  19. -26.  -2.   1.   0.   0.   1.  -5.   6.  59. -56.   3.  26.
 -28.   1.  -6.   1.]"
1305,3,[213.  15.  21. 485. 248.  30.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  4.  18. -27.  -3.   1.   1.   0.   2.  -5.   8.  59. -55.   3.  25.
 -26.   2.  -7.   1.]"
1306,3,[203.  14.  27. 485. 235.  32.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  4.  18. -24.  -2.   0.   1.  -1.   1.  -6.   8.  59. -56.   2.  23.
 -25.   1.  -7.   1.]"
1307,3,[194.   9.  27. 486. 221.  32.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  4.  17. -21.  -2.   0.   1.  -1.   1.  -5.   8.  61. -57.   1.  21.
 -21.   2.  -7.   1.]"
1308,3,[186.   9.  26. 492. 204.  37.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  4.  14. -20.  -1.  -1.   1.  -1.   2.  -6.   9.  61. -57.   2.  20.
 -21.   1.  -8.   0.]"
1309,3,[175.  12.  28. 498. 190.  35.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.  12. -17.  -1.  -2.   2.  -1.   2.  -6.   9.  63. -57.   3.  18.
 -19.   1.  -8.   1.]"
1310,3,[158.  11.  33. 505. 176.  35.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  4.  10. -15.  -1.  -2.   1.  -1.   2.  -6.   9.  63. -57.   2.  17.
 -17.   2.  -8.   1.]"
1311,3,[141.  10.  34. 511. 162.  37.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.   8. -14.  -1.  -3.   3.  -2.   2.  -6.   9.  64. -58.   2.  16.
 -16.   1.  -9.   1.]"
1312,3,[124.  19.  37. 516. 153.  38.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2.   6. -11.  -1.  -4.   3.  -2.   3.  -6.   9.  65. -58.   3.  15.
 -16.   2.  -9.   1.]"
1313,3,[105.  24.  39. 521. 144.  44.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.   5.  -9.  -1.  -5.   4.  -2.   3.  -7.   9.  65. -60.   2.  14.
 -14.   1.  -9.   1.]"
1314,3,[ 90.  29.  42. 526. 134.  45.],[0. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  4.   2.  -7.  -1.  -5.   3.  -2.   4.  -8.   9.  65. -61.   2.  14.
 -14.   1. -10.   1.]"
1315,3,[ 74.  34.  47. 532. 128.  46.],[0. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.   0.  -5.   0.  -7.   3.  -2.   4.  -8.   9.  65. -61.   1.  13.
 -13.   1. -10.   1.]"
1316,3,[ 44.  34.  51. 536. 121.  47.],[0. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.  -2.  -3.   0.  -9.   5.  -1.   5.  -8.   8.  64. -61.   1.  13.
 -12.   1. -10.   1.]"
1317,3,[ 37.  41.  54. 537. 113.  47.],[0. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.  -3.  -2.   1. -10.   4.  -2.   4.  -8.   8.  65. -62.   1.  12.
 -12.   2. -10.   1.]"
1318,3,[ 30.  46.  56. 538. 108.  49.],[0. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  4.  -5.   0.   1. -11.   5.  -2.   5.  -8.   8.  64. -62.   0.  12.
 -12.   1. -11.   1.]"
1319,3,[ 13.  54.  57. 537.  99.  50.],[0. 0. 0. 1. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.  -5.   0.   1. -11.   3.  -1.   7.  -8.   7.  65. -63.  -1.  13.
 -11.   1. -13.   1.]"
1320,3,[ 28.  58.  59. 537.  97.  53.],[0. 0. 0. 1. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.  -8.   2.   1. -11.   5.  -2.   7.  -9.   6.  64. -61.  -1.  12.
 -11.   1. -12.   1.]"
1321,3,[ 34.  64.  63. 535.  95.  55.],[0. 0. 0. 1. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2.  -9.   5.   1. -10.   4.  -1.   6.  -9.   6.  64. -60.   0.  13.
 -12.   1. -12.   1.]"
1322,3,[ 39.  64.  65. 530.  96.  56.],[0. 0. 0. 1. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1. -10.   6.   1.  -9.   4.  -2.   6.  -9.   5.  63. -60.  -1.  14.
 -12.   1. -11.   1.]"
1323,3,[ 41.  61.  67. 524.  98.  56.],[0. 0. 0. 1. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1. -11.   7.   0.  -8.   4.  -2.   7.  -9.   5.  62. -59.  -1.  14.
 -13.   1. -11.   2.]"
1324,3,[ 65.  55.  69. 515. 101.  55.],[0. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2. -11.   7.   0.  -7.   4.  -1.   6.  -9.   3.  64. -56.  -2.  14.
 -14.   2. -10.   2.]"
1325,3,[ 72.  50.  67. 507. 106.  55.],[0. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2. -10.   8.   0.  -6.   3.  -1.   7.  -8.   3.  63. -55.  -1.  15.
 -15.   3. -10.   2.]"
1326,3,[ 76.  45.  67. 498. 116.  56.],[0. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2. -11.   8.   1.  -6.   4.   0.   6.  -9.   2.  63. -53.  -2.  16.
 -15.   3.  -8.   2.]"
1327,3,[ 80.  42.  61. 488. 122.  56.],[0. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2. -12.   7.   1.  -5.   2.   0.   5.  -8.   1.  63. -51.  -2.  17.
 -16.   3.  -9.   4.]"
1328,3,[ 82.  37.  58. 477. 129.  58.],[0. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  0. -12.   7.   0.  -4.   2.   0.   6.  -8.   1.  63. -50.  -2.  16.
 -16.   2. -10.   4.]"
1329,3,[ 75.  32.  57. 468. 133.  60.],[0. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  0. -11.   7.   0.  -5.   3.   0.   5.  -7.   1.  63. -48.  -2.  16.
 -17.   2.  -9.   5.]"
1330,3,[ 75.  31.  54. 459. 137.  61.],[0. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1. -12.   6.   1.  -5.   2.   0.   6.  -7.   1.  63. -47.  -2.  17.
 -18.   1.  -8.   4.]"
1331,3,[ 74.  28.  52. 452. 141.  61.],[0. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1. -12.   6.  -1.  -3.   1.   0.   7.  -6.   1.  63. -46.  -2.  18.
 -18.   1.  -7.   3.]"
1332,3,[ 73.  25.  52. 447. 144.  56.],[0. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2. -12.   5.  -1.  -3.   1.   0.   7.  -6.   1.  62. -45.  -2.  18.
 -19.   1.  -7.   4.]"
1333,3,[ 71.  23.  51. 441. 149.  52.],[0. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  0. -12.   5.   0.  -2.   0.   0.   7.  -6.   1.  62. -45.  -3.  18.
 -19.   1.  -7.   4.]"
1334,3,[ 70.  13.  52. 437. 154.  48.],[0. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1. -13.   5.   1.  -2.   0.   0.   7.  -5.   1.  61. -45.  -2.  17.
 -20.   1.  -7.   3.]"
1335,3,[ 70.  10.  51. 433. 156.  46.],[0. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  0. -13.   5.   0.  -3.  -1.   0.   6.  -4.   0.  61. -45.  -2.  18.
 -21.   0.  -7.   3.]"
1336,3,[ 70.  10.  48. 426. 159.  42.],[0. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1. -13.   5.   0.  -2.   0.   0.   5.  -2.   1.  61. -44.  -2.  18.
 -21.   0.  -7.   2.]"
1337,3,[ 71.   9.  42. 424. 161.  40.],[0. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1. -12.   3.  -1.  -2.   0.   0.   3.  -1.   0.  61. -44.  -3.  17.
 -21.  -1.  -6.   2.]"
1338,3,[ 69.   9.  33. 422. 162.  37.],[0. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1. -12.   3.  -1.  -3.   0.   0.   3.  -1.   1.  62. -45.  -2.  18.
 -21.  -1.  -6.   1.]"
1339,3,[ 66.  10.  25. 423. 164.  34.],[0. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1. -13.   3.  -2.  -2.  -1.   0.   1.  -2.   0.  62. -44.  -3.  17.
 -21.  -1.  -6.   0.]"
1340,3,[ 68.   9.  18. 423. 164.  25.],[0. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1. -12.   3.  -2.  -3.   0.   0.   1.  -1.   0.  62. -44.  -3.  18.
 -22.  -2.  -5.  -1.]"
1341,3,[ 65.  16.  13. 424. 166.  28.],[0. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  0. -12.   4.  -3.  -2.   0.   0.   1.  -1.   0.  61. -45.  -3.  17.
 -22.  -1.  -5.  -2.]"
1342,3,[ 62.  18.  11. 425. 167.  27.],[0. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  0. -11.   4.  -4.  -1.   0.   0.   1.  -1.   0.  62. -44.  -4.  18.
 -22.  -1.  -4.  -1.]"
1343,3,[ 62.  19.   9. 424. 170.  25.],[0. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -1. -10.   4.  -4.   0.   1.   0.   1.  -1.   0.  62. -44.  -4.  18.
 -23.   0.  -5.  -1.]"
1344,3,[ 60.  13.   8. 424. 174.  24.],[0. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -1. -10.   3.  -4.   1.  -1.   1.   2.  -1.   0.  60. -44.  -4.  17.
 -23.  -1.  -4.  -2.]"
1345,3,[ 58.  15.   9. 422. 175.  24.],[0. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -1. -11.   4.  -4.   1.   0.   1.   3.  -1.   1.  61. -44.  -3.  17.
 -23.  -1.  -4.  -3.]"
1346,3,[ 57.  16.  11. 421. 176.  24.],[0. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -1. -10.   4.  -4.   1.   1.   1.   2.  -1.   0.  60. -44.  -4.  17.
 -24.  -2.  -3.  -2.]"
1347,3,[ 60.  16.  12. 419. 177.  24.],[0. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -2. -10.   3.  -4.   3.   0.   1.   2.  -1.   2.  61. -44.  -3.  17.
 -24.  -2.  -4.  -3.]"
1348,3,[ 60.  22.  17. 418. 176.  31.],[0. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -2. -10.   3.  -3.   1.  -1.   1.   1.  -1.   3.  61. -44.  -3.  17.
 -24.  -3.  -3.  -2.]"
1349,3,[ 61.  21.  16. 419. 176.  32.],[0. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -2. -10.   3.  -3.   1.   0.   1.   2.  -2.   1.  61. -44.  -3.  17.
 -24.  -3.  -3.  -3.]"
1350,3,[ 60.  20.  16. 419. 177.  33.],[0. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -3. -11.   4.  -3.   2.   0.   0.   3.  -1.   2.  61. -44.  -3.  17.
 -25.  -3.  -4.  -2.]"
1351,3,[ 63.  20.  13. 428. 177.  35.],[0. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -3. -10.   4.  -3.   2.  -1.   1.   2.  -2.   2.  60. -44.  -3.  17.
 -25.  -2.  -3.  -3.]"
