count,T_count,sum_leg,reflex,on_reflex_,reflex_index,traj_error
1167,2,[898.  33.  16. 969. 898.  49.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.  114. -114.   -6.   -1.    1.    0.    3.    0.   15.  117. -116.
    2.  113. -114.   -3.   -4.   -5.]"
1168,2,[904.  32.  15. 982. 906.  49.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   3.  114. -114.   -4.   -1.    0.    1.    4.    0.   10.  116. -117.
    2.  114. -115.   -2.   -5.   -4.]"
1169,2,[913.  26.  15. 987. 913.  47.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.  116. -115.   -5.   -1.   -1.    0.    4.   -1.    9.  117. -116.
    2.  116. -116.   -3.   -5.   -4.]"
1170,2,[920.  25.  15. 983. 921.  47.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.  116. -116.   -3.   -2.   -1.    1.    4.   -1.    7.  116. -116.
    2.  116. -116.   -2.   -5.   -4.]"
1171,2,[928.  23.  15. 972. 928.  46.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.  117. -117.   -3.   -1.   -1.    2.    4.   -1.    4.  118. -117.
    0.  116. -117.   -1.   -5.   -3.]"
1172,2,[934.  20.  16. 963. 926.  43.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.  118. -118.   -2.   -1.   -1.    3.    4.   -1.    5.  118. -117.
    2.  118. -117.   -1.   -4.   -3.]"
1173,2,[941.  22.  20. 960. 932.  40.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.  118. -118.   -1.   -1.   -2.    2.    4.   -1.    4.  118. -118.
    3.  118. -119.    0.   -4.   -3.]"
1174,2,[946.  19.  28. 958. 937.  31.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.  119. -119.    0.    0.   -2.    3.    4.   -1.    2.  118. -118.
    2.  119. -120.    1.   -4.   -3.]"
1175,2,[952.   6.  30. 957. 944.  29.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   4.  121. -121.    2.   -1.   -2.    1.    4.   -1.   -2.  119. -120.
    5.  120. -120.    3.   -5.   -1.]"
1176,2,[962.   7.  29. 946. 963.  27.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   5.  121. -122.    2.   -1.   -1.    0.    4.   -1.   -3.  121. -121.
    3.  122. -121.    5.   -4.   -1.]"
1177,2,[972.   7.  20. 953. 972.  25.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   4.  121. -122.    2.   -1.    1.    0.    4.   -1.   -3.  121. -121.
    4.  122. -121.    3.   -4.   -1.]"
1178,2,[981.   0.  20. 959. 979.  35.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   3.  122. -122.    3.    0.    2.   -1.    4.    0.   -4.  122. -123.
    3.  122. -123.    4.   -4.    0.]"
1179,2,[988.   9.  16. 980. 986.  32.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   4.  123. -123.    3.   -1.    2.   -2.    4.    0.   -5.  122. -123.
    3.  123. -123.    4.   -4.   -1.]"
1180,2,[992.  10.  16. 989. 990.  32.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   5.  124. -124.    5.   -1.    3.   -4.    4.    0.   -2.  124. -123.
    6.  125. -124.    5.   -4.   -2.]"
1181,2,[997.  21.  16. 993. 999.  32.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   5.  124. -125.    4.   -1.    3.   -5.    4.    0.   -3.  124. -124.
    5.  125. -124.    6.   -4.   -1.]"
1182,2,[1004.   25.   28.  999. 1006.   35.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   5.  123. -125.    5.    0.    3.   -4.    4.    0.   -2.  126. -125.
    4.  125. -125.    5.   -4.    0.]"
1183,2,[1010.   28.   31. 1003. 1012.   36.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   6.  125. -126.    6.   -1.    3.   -7.    4.    0.   -4.  126. -126.
    6.  126. -126.    8.   -4.    0.]"
1184,2,[1017.   32.   36. 1009. 1021.   40.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   6.  126. -126.    6.   -1.    3.   -6.    4.    1.   -5.  126. -126.
    6.  126. -126.    7.   -5.    0.]"
1185,2,[1022.   33.   38. 1017. 1024.   43.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   6.  125. -126.    5.   -1.    3.   -5.    4.    0.   -4.  126. -126.
    5.  127. -126.    7.   -3.   -1.]"
1186,2,[1025.   34.   38. 1022. 1028.   43.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   4.  126. -126.    6.   -1.    3.   -5.    4.    0.   -4.  126. -126.
    5.  126. -126.    6.   -3.   -1.]"
1187,2,[1028.   39.   39. 1025. 1031.   43.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   4.  126. -127.    5.   -1.    2.   -4.    4.    0.   -4.  127. -127.
    4.  127. -127.    5.   -3.   -1.]"
1188,2,[1028.   37.   36. 1027. 1031.   39.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   4.  126. -127.    4.   -1.    2.   -4.    4.    0.   -3.  127. -127.
    4.  128. -128.    5.   -3.    0.]"
1189,2,[1027.   34.   34. 1027. 1033.   35.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   4.  127. -127.    4.   -1.    1.   -3.    4.    0.   -4.  127. -126.
    4.  128. -127.    5.   -3.   -1.]"
1190,2,[1028.   31.   32. 1028. 1034.   33.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   3.  128. -128.    3.   -1.    1.   -2.    4.    0.   -4.  128. -126.
    4.  129. -128.    5.   -2.   -1.]"
1191,2,[1031.   26.   29. 1030. 1038.   31.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   5.  127. -130.    4.   -1.    0.   -4.    4.    1.   -4.  129. -127.
    5.  129. -128.    5.   -2.    0.]"
1192,2,[1036.   19.   29. 1032. 1042.   30.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   6.  128. -129.    6.   -1.    1.   -4.    4.    0.   -5.  128. -128.
    6.  129. -128.    6.   -3.    0.]"
1193,2,[1042.   21.   29. 1036. 1045.   31.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   6.  128. -129.    5.   -1.    0.   -4.    4.    0.   -7.  129. -129.
    8.  129. -129.    7.   -2.    0.]"
1194,2,[1047.   22.   30. 1044. 1052.   32.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   7.  128. -128.    6.   -1.    0.   -3.    4.    0.   -8.  129. -130.
    8.  130. -129.    6.   -2.   -1.]"
1195,2,[1051.   25.   31. 1053. 1058.   33.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   6.  129. -130.    5.   -1.    1.   -3.    4.    0.   -6.  130. -130.
    7.  130. -130.    5.   -3.   -1.]"
1196,2,[1054.   26.   30. 1059. 1063.   34.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   6.  130. -129.    4.    0.    1.   -2.    4.   -1.   -5.  130. -130.
    6.  129. -130.    6.   -2.   -1.]"
1197,2,[1056.   20.   28. 1063. 1065.   33.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   5.  129. -130.    4.   -1.    1.   -2.    4.    1.   -5.  130. -130.
    6.  129. -130.    5.   -2.   -1.]"
1198,2,[1057.   19.   26. 1063. 1064.   35.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   5.  129. -130.    3.   -1.    1.   -2.    4.    0.   -5.  129. -130.
    6.  130. -129.    5.   -3.   -1.]"
1199,3,[1058.   20.   25. 1060. 1062.   35.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   5.  129. -129.    3.   -1.    0.   -2.    4.    0.   -5.  130. -131.
    4.  130. -130.    5.   -3.   -1.]"
1200,3,[1056.   14.   24. 1060. 1059.   35.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.  129. -129.    0.   -1.    1.    0.    4.    0.   -2.  129. -129.
    1.  130. -130.    2.   -2.   -1.]"
1201,3,[1051.    4.   16. 1055. 1055.   31.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   1.  130. -129.    1.   -1.    1.    0.    4.    0.   -3.  129. -131.
    3.  130. -129.    2.   -3.   -1.]"
1202,3,[1047.    4.   16. 1053. 1052.   29.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   0.  129. -130.   -1.   -1.    1.    1.    4.    0.    0.  129. -130.
    0.  130. -129.    1.   -2.   -1.]"
1203,3,[1034.    4.   16. 1038. 1038.   24.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   0.  129. -129.   -2.   -1.    1.    3.    4.    0.    1.  130. -131.
    0.  130. -130.    0.   -2.   -1.]"
1204,3,[1034.    8.   16. 1038. 1038.   13.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -1.  129. -129.   -2.   -1.    1.    4.    4.    0.    1.  129. -130.
   -1.  130. -130.   -2.   -4.   -1.]"
1205,3,[1034.    8.   16. 1039. 1038.   15.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   0.  129. -131.   -1.   -1.    1.    3.    4.    0.    0.  129. -129.
    0.  130. -129.    0.   -3.   -1.]"
1206,3,[1035.   14.   27. 1037. 1038.   15.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   0.  129. -130.   -1.   -1.    0.    1.    4.    0.   -1.  131. -129.
    1.  130. -129.    1.   -2.   -1.]"
1207,3,[1035.   10.   27. 1038. 1038.   15.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.  128. -129.   -1.   -1.    1.    1.    4.    0.   -2.  129. -129.
    2.  130. -129.    2.   -3.    0.]"
1208,3,[1034.    9.   25. 1035. 1037.   12.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.  129. -129.    1.   -1.    1.    1.    4.    0.   -1.  130. -129.
    2.  130. -130.    1.   -2.   -1.]"
1209,3,[1034.    4.   22. 1035. 1037.   10.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.  129. -129.    0.   -1.    1.    0.    4.    0.   -2.  129. -129.
    2.  130. -129.    1.   -3.   -1.]"
1210,3,[1032.    4.   16. 1041. 1044.   15.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.  128. -130.    1.   -1.    1.    0.    4.    0.   -3.  129. -129.
    2.  130. -129.    2.   -3.   -1.]"
1211,3,[1039.    8.   16. 1041. 1045.   17.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   3.  130. -130.    2.   -1.    1.    0.    4.    0.   -2.  130. -129.
    3.  130. -130.    3.   -3.   -1.]"
1212,3,[1043.    8.   16. 1042. 1047.   22.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.  129. -129.    2.   -1.    1.    0.    4.    0.   -3.  129. -129.
    3.  129. -129.    3.   -3.    0.]"
1213,3,[1043.    8.   16. 1043. 1046.   21.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   3.  128. -129.    2.   -2.    1.    0.    4.    0.   -2.  130. -129.
    2.  129. -130.    3.   -2.   -1.]"
1214,3,[1043.   16.   16. 1044. 1046.   22.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   3.  129. -129.    2.   -2.    1.   -1.    4.    0.   -3.  129. -128.
    3.  129. -128.    2.   -3.   -1.]"
1215,3,[1044.   18.   16. 1043. 1045.   22.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   1.  129. -128.    0.   -1.    1.    0.    4.    0.   -2.  129. -128.
    1.  129. -128.    2.   -3.   -1.]"
1216,3,[1039.   10.   16. 1041. 1040.   21.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   3.  129. -128.    1.   -2.    2.    1.    4.    0.   -2.  129. -127.
    1.  129. -128.    3.   -2.   -1.]"
1217,3,[1039.   12.   16. 1038. 1037.   24.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.  128. -128.    1.   -2.    1.    0.    4.    0.   -3.  129. -129.
    3.  128. -128.    2.   -3.    0.]"
1218,3,[1037.   12.   16. 1038. 1035.   20.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   3.  128. -128.    2.    0.    1.    0.    4.    0.   -2.  128. -126.
    3.  128. -127.    3.   -1.    0.]"
1219,3,[1035.    5.   16. 1034. 1033.   19.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   3.  127. -128.    1.   -1.    1.   -1.    4.    0.   -2.  127. -127.
    3.  127. -126.    2.   -3.    0.]"
1220,3,[1035.   10.   16. 1031. 1031.   19.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   3.  126. -126.    2.   -1.    1.   -1.    4.    0.   -3.  127. -127.
    2.  128. -125.    4.   -3.   -1.]"
1221,3,[1030.   10.   16. 1030. 1028.   21.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   3.  127. -126.    2.   -2.    1.   -2.    4.    1.   -3.  126. -126.
    4.  127. -126.    3.   -2.    0.]"
1222,3,[1028.   11.   16. 1024. 1026.   21.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   3.  126. -126.    2.    0.    1.   -1.    4.    0.   -4.  126. -125.
    3.  126. -125.    3.   -3.    0.]"
1223,3,[1024.   11.   21. 1023. 1022.   23.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   3.  126. -125.    1.   -1.    1.   -2.    4.    1.   -3.  125. -126.
    4.  125. -126.    3.   -3.    0.]"
1224,3,[1020.   11.   22. 1021. 1021.   24.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   4.  126. -125.    2.    0.    1.   -2.    4.    0.   -3.  125. -126.
    4.  124. -125.    4.   -3.    0.]"
1225,3,[1020.   11.   23. 1018. 1019.   24.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.  125. -124.    2.   -1.    1.   -1.    4.    0.   -3.  124. -125.
    3.  124. -124.    4.   -3.    0.]"
1226,3,[1015.   11.   22. 1015. 1013.   26.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   4.  125. -125.    2.   -1.    1.   -2.    4.    1.   -3.  124. -124.
    4.  124. -125.    3.   -3.    0.]"
1227,3,[1014.   11.   23. 1011. 1012.   26.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.  123. -125.    0.   -1.    2.    0.    4.    1.   -1.  124. -124.
    2.  123. -124.    2.   -2.    2.]"
1228,3,[1010.    5.   16. 1006. 1006.   24.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   3.  123. -123.    1.   -1.    1.   -1.    4.    0.   -2.  124. -124.
    2.  124. -123.    4.   -3.    2.]"
1229,3,[1004.    9.   16. 1002. 1002.   24.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.  122. -122.    2.   -1.    1.   -1.    4.    0.   -3.  122. -123.
    3.  123. -123.    5.   -3.    2.]"
1230,3,[ 999.    9.   16.  998. 1000.   25.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.  122. -122.    2.   -1.    2.   -1.    4.    1.   -2.  122. -122.
    3.  122. -121.    5.   -3.    2.]"
1231,3,[991.  10.  16. 993. 993.  35.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   3.  121. -121.    2.   -2.    3.   -1.    4.    1.   -2.  122. -121.
    3.  121. -121.    5.   -3.    2.]"
1232,3,[986.  19.  20. 989. 989.  39.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   3.  121. -121.    3.   -1.    3.   -1.    4.    0.   -3.  120. -121.
    3.  121. -121.    5.   -3.    2.]"
1233,3,[982.  23.  20. 983. 985.  40.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   4.  120. -120.    3.   -1.    1.   -1.    4.    1.   -3.  120. -120.
    3.  119. -120.    6.   -3.    3.]"
1234,3,[980.  24.  20. 978. 978.  42.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   3.  119. -119.    2.   -1.    3.   -2.    4.    1.   -3.  119. -120.
    3.  120. -120.    6.   -3.    3.]"
1235,3,[975.  25.  21. 974. 975.  44.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   3.  119. -119.    3.   -1.    2.   -1.    4.    1.   -4.  119. -119.
    3.  118. -119.    6.   -3.    3.]"
1236,3,[971.  24.  21. 971. 970.  46.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.  118. -119.    3.   -1.    3.   -1.    4.    1.   -2.  118. -118.
    3.  118. -118.    6.   -3.    3.]"
1237,3,[965.  24.  25. 965. 964.  48.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   1.  118. -118.    1.   -2.    1.    0.    3.    1.   -1.  117. -118.
    1.  118. -118.    3.   -4.    4.]"
1238,3,[958.  23.  19. 958. 959.  47.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   1.  117. -117.    2.   -2.    2.   -1.    4.    1.   -1.  117. -118.
    2.  117. -117.    5.   -4.    4.]"
1239,3,[952.  23.  19. 952. 952.  48.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.  115. -117.    2.   -2.    2.   -1.    2.    1.   -3.  116. -117.
    2.  117. -115.    4.   -4.    2.]"
1240,3,[945.  23.  17. 946. 946.  46.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.  115. -115.    2.   -2.    1.   -2.    4.    2.   -2.  116. -115.
    3.  116. -115.    5.   -4.    2.]"
1241,3,[938.  21.  18. 941. 941.  45.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.  115. -114.    2.   -1.    0.   -1.    3.    2.   -2.  114. -114.
    2.  115. -115.    5.   -3.    2.]"
1242,3,[932.  15.  24. 935. 936.  44.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   3.  114. -114.    3.   -1.    0.   -1.    3.    2.   -3.  113. -114.
    4.  114. -115.    6.   -3.    1.]"
1243,3,[928.  15.  24. 929. 933.  41.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   3.  113. -112.    3.   -2.    0.   -2.    3.    2.   -2.  114. -113.
    3.  113. -113.    5.   -4.    2.]"
1244,3,[922.  16.  27. 922. 928.  42.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.  112. -112.    3.   -2.    0.   -1.    4.    2.   -3.  111. -112.
    3.  113. -112.    4.   -4.    2.]"
1245,3,[916.  17.  26. 915. 922.  41.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   3.  111. -111.    2.   -1.   -1.   -2.    4.    2.   -3.  111. -112.
    3.  111. -112.    5.   -4.    1.]"
1246,3,[910.  17.  28. 911. 916.  41.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.  110. -111.    3.   -1.   -1.   -2.    4.    2.   -2.  110. -111.
    3.  110. -111.    4.   -4.    1.]"
1247,3,[902.  17.  30. 904. 907.  40.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.  110. -111.    1.   -1.   -1.   -1.    3.    2.   -3.  111. -110.
    2.  110. -110.    4.   -4.    1.]"
1248,3,[897.  14.  29. 899. 900.  38.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.  108. -109.    2.   -1.   -1.   -2.    3.    2.   -2.  109. -109.
    3.  109. -109.    2.   -4.    0.]"
1249,3,[890.  16.  29. 893. 893.  31.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.  108. -108.    1.   -1.   -1.   -1.    3.    2.   -2.  108. -107.
    2.  108. -109.    3.   -3.    0.]"
1250,3,[883.  15.  27. 884. 886.  28.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   3.  106. -105.    3.    0.   -1.   -4.    4.    2.   -4.  107. -106.
    4.  106. -106.    4.   -4.    0.]"
1251,3,[874.  11.  29. 878. 878.  28.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   5.  104. -104.    4.    0.   -1.   -4.    4.    3.   -5.  104. -104.
    5.  104. -104.    6.   -4.    0.]"
1252,3,[864.  14.  34. 867. 869.  30.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   5.  104. -103.    3.    0.   -1.   -3.    3.    2.   -4.  103. -103.
    4.  104. -104.    5.   -4.    0.]"
1253,3,[857.  15.  35. 857. 860.  33.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   4.  103. -103.    4.    0.    0.   -4.    3.    2.   -5.  101. -103.
    4.  102. -102.    5.   -4.    0.]"
1254,3,[849.  14.  38. 849. 849.  36.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   4.  102. -102.    3.    0.    0.   -4.    3.    2.   -4.  102. -102.
    5.  102. -102.    4.   -3.    0.]"
1255,3,[843.  14.  37. 840. 842.  35.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   4.  100. -101.    3.    0.    0.   -4.    3.    2.   -4.  100. -101.
    3.  101. -101.    5.   -4.    0.]"
1256,3,[835.  13.  35. 832. 834.  34.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   3.  100.  -99.    3.    0.    0.   -4.    3.    2.   -4.   99. -100.
    3.  101. -100.    3.   -4.    0.]"
1257,3,[825.  13.  36. 825. 826.  32.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.   99. -100.    2.    0.    0.   -2.    3.    2.   -2.  101. -101.
    2.   99. -100.    3.   -4.    0.]"
1258,3,[816.  11.  34. 820. 819.  30.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.  100.  -99.    2.    0.    0.   -1.    3.    2.   -2.  100. -100.
    2.   99.  -99.    3.   -4.    0.]"
1259,3,[809.  10.  31. 814. 810.  30.],[1. 0. 0. 1. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2.  98. -97.   1.   0.   0.  -3.   4.   2.  -2.  98. -98.   2.  98.
 -97.   2.  -4.   0.]"
