count,sum_leg,reflex,on_reflex_,traj_error
1451,[  16. 1042.   13.   16.   21. 1048.],[0. 1. 0. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  -1.    4.    0.    0.  130. -130.   -2.    0.    0.    1.    2.    2.
    0.    2.    3.    1.  130. -130.]"
1452,[  16. 1036.   11.   16.   21. 1047.],[0. 1. 0. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  -2.    4.    0.   -1.  129. -129.   -3.    1.    1.    2.    1.    2.
   -1.    2.    2.    0.  130. -129.]"
1453,[  16. 1035.   10.   15.   21. 1037.],[0. 1. 0. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  -1.    5.    0.   -1.  129. -129.   -3.    1.    0.    2.    2.    2.
   -1.    1.    3.    0.  130. -130.]"
1454,[  22. 1035.   10.   16.   19. 1039.],[0. 1. 0. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  -1.    5.    1.   -1.  129. -128.   -4.    0.    0.    3.    1.    2.
   -1.    2.    2.    0.  129. -129.]"
1455,[  23. 1033.   12.   22.   17. 1037.],[0. 1. 0. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  -1.    4.    0.   -1.  128. -128.   -5.    1.   -1.    3.    2.    1.
   -1.    1.    2.    0.  129. -129.]"
1456,[  23. 1033.   15.   23.   19. 1035.],[0. 1. 0. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  -1.    4.    1.   -1.  128. -128.   -6.    1.   -1.    4.    1.    2.
   -1.    1.    2.    0.  128. -128.]"
1457,[  22. 1031.   18.   25.   18. 1032.],[0. 1. 0. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[   0.    4.    0.   -1.  128. -128.   -7.    1.   -1.    4.    2.    2.
    0.    1.    1.   -1.  128. -128.]"
1458,[  17. 1029.   22.   27.   12. 1028.],[0. 1. 0. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[   0.    4.    1.   -2.  128. -127.   -9.    1.   -1.    6.    2.    2.
    1.    1.    0.   -1.  127. -127.]"
1459,[  16. 1028.   35.   31.    4. 1024.],[0. 1. 0. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[   2.    4.    0.   -1.  127. -126.   -9.    1.   -1.    5.    2.    1.
    2.    2.   -1.   -1.  128. -127.]"
1460,[  16. 1025.   39.   33.    5. 1021.],[0. 1. 0. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[   5.    4.    1.    1.  126. -127.  -13.    2.   -1.    3.    2.    1.
    4.    2.   -1.    1.  126. -128.]"
1461,[  16. 1017.   47.   32.    6. 1019.],[0. 1. 0. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[   4.    4.    1.    1.  125. -126.  -13.    2.   -2.    3.    2.    1.
    3.    1.   -1.    1.  126. -126.]"
1462,[  16. 1012.   55.   30.   16. 1015.],[0. 1. 0. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[   5.    4.    0.    0.  126. -125.  -13.    2.   -1.    2.    0.    1.
    3.    2.   -1.    0.  126. -126.]"
1463,[  32. 1008.   60.   17.   23. 1013.],[0. 1. 0. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[   6.    4.    0.    0.  125. -126.  -14.    2.   -2.    3.    2.    1.
    3.    2.   -1.    1.  125. -125.]"
1464,[  36. 1006.   67.   15.   24. 1008.],[0. 1. 0. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[   7.    4.    1.   -1.  125. -125.  -14.    3.   -2.    2.    2.    1.
    4.    1.   -1.    0.  125. -125.]"
1465,[  38. 1003.   70.   14.   23. 1004.],[0. 1. 0. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[   8.    3.    0.    0.  124. -124.  -14.    3.   -1.    2.    2.    1.
    4.    1.   -1.   -1.  124. -124.]"
1466,[  41. 1000.   71.   13.   24. 1000.],[0. 1. 0. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[   8.    4.    1.    0.  124. -125.  -15.    3.   -1.    2.    2.    1.
    3.    2.   -1.    1.  124. -123.]"
1467,[ 44. 998.  74.  21.  24. 995.],[0. 1. 0. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[   7.    4.    0.    0.  123. -123.  -14.    2.   -2.    0.    2.    0.
    4.    1.   -1.    0.  123. -124.]"
1468,[ 45. 993.  74.   8.  24. 992.],[0. 1. 0. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[   8.    4.    1.    2.  123. -123.  -17.    3.   -2.   -3.    2.    2.
    6.    1.   -1.    2.  123. -123.]"
1469,[ 46. 989.  77.   8.  26. 988.],[0. 1. 0. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[   8.    4.    0.    1.  123. -123.  -16.    3.   -2.   -1.    2.    1.
    5.    1.   -2.    1.  123. -123.]"
1470,[ 47. 987.  80.   8.  28. 986.],[0. 1. 0. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[   9.    4.    0.    0.  122. -123.  -17.    3.   -3.   -2.    2.    1.
    7.    1.   -1.    2.  122. -122.]"
1471,[ 48. 983.  84.   8.  31. 983.],[0. 1. 0. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[   8.    3.    0.    1.  122. -123.  -16.    3.   -3.   -2.    2.    1.
    6.    0.   -1.    2.  122. -122.]"
1472,[ 48. 982.  88.  21.  29. 987.],[0. 1. 0. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[   8.    3.    0.    1.  121. -122.  -16.    2.   -3.   -2.    2.    1.
    6.    1.   -1.    2.  121. -121.]"
1473,[ 47. 979.  87.  19.  29. 983.],[0. 1. 0. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[   8.    3.    0.    1.  121. -120.  -16.    2.   -3.   -2.    1.    1.
    7.    1.   -1.    2.  121. -120.]"
1474,[ 46. 974.  87.  19.  30. 979.],[0. 1. 0. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[   7.    3.    0.    1.  120. -120.  -15.    2.   -3.   -1.    2.    0.
    6.    1.   -1.    2.  120. -120.]"
1475,[ 43. 973.  84.  14.  29. 975.],[0. 1. 0. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[   8.    3.    0.    0.  119. -119.  -15.    3.   -3.    0.    2.    0.
    6.    1.    0.    1.  119. -120.]"
1476,[ 43. 962.  83.   7.  29. 969.],[0. 1. 0. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[   8.    3.    0.   -1.  119. -119.  -15.    3.   -3.    0.    1.    0.
    6.    2.   -1.    1.  119. -119.]"
1477,[ 43. 957.  83.   6.  30. 964.],[0. 1. 0. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[   8.    3.    0.    0.  119. -117.  -15.    3.   -3.    0.    2.    0.
    6.    1.    0.    0.  117. -118.]"
1478,[ 43. 952.  83.   7.  29. 952.],[0. 1. 0. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[   7.    2.    0.    0.  117. -117.  -14.    4.   -4.    0.    2.    0.
    4.    0.   -1.    0.  117. -118.]"
1479,[ 42. 946.  85.   7.  22. 947.],[0. 1. 0. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[   7.    3.    1.    0.  117. -117.  -15.    4.   -3.    0.    2.    0.
    5.    2.    0.    0.  117. -117.]"
1480,[ 41. 942.  86.   7.  21. 942.],[0. 1. 0. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[   7.    3.    1.    0.  117. -116.  -14.    4.   -4.    0.    1.    0.
    5.    2.   -1.   -2.  116. -117.]"
1481,[ 40. 937.  87.   7.  20. 937.],[0. 1. 0. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[   7.    3.    2.   -1.  115. -116.  -14.    4.   -4.    0.    2.    0.
    4.    0.   -1.   -2.  115. -115.]"
1482,[ 39. 932.  88.   7.  18. 932.],[0. 1. 0. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[   7.    2.    2.   -1.  114. -115.  -15.    4.   -3.    2.    2.   -1.
    4.    1.   -1.   -2.  114. -114.]"
1483,[ 45. 927.  88.   7.  18. 925.],[0. 1. 0. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[   7.    2.    2.    0.  114. -113.  -15.    4.   -4.    2.    1.   -1.
    3.    2.    0.   -1.  114. -114.]"
1484,[ 45. 920.  89.   6.  16. 926.],[0. 1. 0. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[   7.    2.    3.    0.  114. -113.  -15.    3.   -5.    2.    1.   -1.
    4.    1.    0.   -2.  113. -113.]"
1485,[ 46. 914.  90.   6.  15. 919.],[0. 1. 0. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[   8.    3.    4.    0.  112. -113.  -14.    4.   -5.    1.    1.   -1.
    3.    1.    0.   -2.  113. -112.]"
1486,[ 49. 908.  91.  16.  19. 914.],[0. 1. 0. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[   9.    2.    4.   -1.  112. -112.  -16.    4.   -5.    2.    1.   -1.
    3.    1.    0.   -1.  112. -111.]"
1487,[ 53. 903.  94.  15.  18. 908.],[0. 1. 0. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[   9.    2.    3.    0.  111. -111.  -16.    4.   -5.    2.    1.   -1.
    3.    2.    0.   -1.  111. -111.]"
1488,[ 56. 898.  96.  15.  18. 902.],[0. 1. 0. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  12.    1.    3.   -1.  109. -110.  -17.    5.   -6.    2.    1.   -1.
    3.    1.    0.   -2.  109. -110.]"
1489,[ 60. 890. 101.  15.  17. 895.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  11.    3.    3.   -1.  108. -109.  -18.    6.   -5.    3.    2.   -1.
    2.    2.    0.   -1.  108. -109.]"
1490,[ 62. 882. 107.  18.  17. 886.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  13.    1.    3.   -1.  107. -108.  -20.    9.  -12.    3.    1.   -1.
    3.    2.   -1.   -2.  108. -108.]"
1491,[ 64. 873. 123.  19.  18. 880.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  13.    1.    3.   -1.  107. -106.  -21.   21.  -20.    2.    1.   -1.
    2.    0.    0.   -1.  107. -106.]"
1492,[ 67. 868. 160.  19.  10. 871.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  14.    1.    3.   -1.  106. -106.  -23.   33.  -32.    4.    1.   -1.
    2.    1.    0.   -1.  106. -105.]"
1493,[ 69. 861. 220.  21.   9. 862.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  15.    2.    3.   -1.  105. -105.  -23.   46.  -43.    3.    1.   -1.
    3.    1.    0.    0.  106. -104.]"
1494,[ 72. 854. 303.  20.  10. 850.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  16.    2.    2.   -1.  104. -102.  -24.   56.  -53.    2.    1.   -1.
    2.    2.    0.   -1.  104. -104.]"
1495,[ 75. 845. 395.  19.   9. 842.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  15.    2.    3.    0.  103. -102.  -24.   66.  -65.    2.    1.    1.
    3.    2.    0.   -1.  103. -104.]"
1496,[ 78. 833. 488.  15.  16. 836.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  17.    2.    3.    0.  102. -102.  -23.   72.  -71.    3.    2.    0.
    2.    1.    0.   -1.  102. -103.]"
1497,[ 82. 825. 566.  15.  16. 830.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  16.    2.    2.    0.  101. -101.  -14.   77.  -77.    2.    1.    0.
    2.    2.    0.   -1.  102. -100.]"
1498,[ 82. 817. 622.  14.  16. 826.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  14.    2.    0.   -1.  100. -100.  -10.   80.  -79.    2.    1.    1.
    1.    1.    0.   -1.  101. -100.]"
1499,[ 70. 811. 658.  14.  14. 819.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[ 13.   3.  -2.   0.  99. -98.  -8.  83. -80.   3.   1.   1.   0.   2.
   0.  -1.  99. -99.]"
1500,[ 69. 803. 674.  15.   6. 810.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[ 11.   3.  -3.   0.  98. -97.  -8.  85. -82.   2.   1.   1.  -2.   1.
   1.   0.  96. -98.]"
1501,[ 64. 794. 683.  13.   6. 795.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[ 10.   4.  -2.  -1.  96. -96.  -8.  86. -83.   2.   1.   1.  -4.   2.
   0.   0.  95. -96.]"
1502,[ 60. 784. 692.  17.   6. 784.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  9.   4.  -4.  -1.  96. -96.  -7.  87. -85.   1.   1.   0.  -5.   1.
   1.  -1.  95. -96.]"
1503,[ 68. 776. 702.  12.   6. 774.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  8.   4.  -4.   0.  95. -95.  -7.  86. -87.   2.   1.   2.  -4.   1.
   0.   0.  95. -95.]"
1504,[ 66. 769. 711.  11.  20. 766.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  7.   4.  -4.  -1.  93. -94.  -5.  87. -87.   1.   1.   2.  -4.   1.
   1.   0.  92. -93.]"
1505,[ 64. 761. 715.  10.  22. 757.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  4.   4.  -3.   0.  92. -92.  -3.  87. -86.   1.   1.   1.  -4.   0.
   1.   0.  91. -92.]"
1506,[ 59. 753. 714.   9.  17. 749.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  2.   4.  -4.   0.  90. -91.  -2.  87. -86.   2.   1.   1.  -4.   0.
   1.  -1.  91. -91.]"
1507,[ 52. 742. 710.  16.  16. 740.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  0.   4.  -3.   0.  90. -89.  -1.  86. -87.   2.   1.   1.  -4.   0.
   1.   0.  90. -90.]"
1508,[ 30. 731. 704.  15.  20. 730.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  0.   4.  -3.   0.  88. -89.   1.  86. -89.   3.   1.   0.  -4.   0.
   1.  -1.  89. -88.]"
1509,[ 29. 721. 694.  12.  20. 722.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[ -1.   4.  -3.   0.  87. -87.   0.  86. -89.   7.   1.   0.  -2.   0.
   1.  -1.  87. -87.]"
1510,[ 29. 711. 696.  18.  18. 713.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  0.   4.  -3.  -1.  86. -86.  -2.  86. -88.   8.   1.   1.  -1.  -1.
   1.  -2.  85. -86.]"
1511,[ 28. 702. 697.  24.  15. 702.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  3.   4.  -3.  -1.  84. -85.  -1.  87. -88.   9.   1.  -1.   0.  -1.
   1.  -2.  84. -85.]"
1512,[ 28. 692. 699.  31.   4. 697.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  2.   3.  -3.   0.  83. -84.  -1.  89. -87.   8.   1.   0.   1.   0.
   1.  -4.  84. -83.]"
1513,[ 27. 682. 700.  36.   4. 690.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  2.   2.  -3.  -1.  82. -82.  -1.  88. -86.   7.   2.   0.   1.  -2.
   0.  -4.  82. -82.]"
1514,[ 25. 672. 704.  37.   0. 683.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  2.   2.  -2.  -1.  80. -82.  -2.  87. -86.   8.   1.   0.   1.  -1.
   0.  -4.  81. -81.]"
1515,[ 31. 662. 703.  37.   0. 676.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  2.   2.  -2.  -1.  80. -80.  -2.  85. -85.   8.   1.   0.   1.  -1.
   0.  -3.  80. -79.]"
1516,[ 27. 653. 699.  36.   4. 667.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  2.   3.  -2.  -1.  78. -78.  -3.  85. -86.   7.   1.  -1.   0.  -1.
   0.  -4.  78. -78.]"
1517,[ 26. 646. 696.  35.   5. 656.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  2.   2.  -2.   0.  76. -76.  -3.  85. -85.   7.   1.  -1.   0.  -3.
   0.  -4.  76. -77.]"
1518,[ 25. 630. 694.  34.   6. 645.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  4.   2.  -1.  -1.  76. -76.  -4.  86. -85.   7.   2.  -1.  -1.  -2.
   1.  -2.  75. -76.]"
1519,[ 26. 620. 694.  34.   7. 632.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  3.   2.  -1.  -1.  74. -73.  -3.  85. -86.   6.   1.  -1.   0.  -2.
   0.  -1.  75. -75.]"
1520,[ 26. 607. 696.  36.   8. 621.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  3.   2.   1.  -2.  73. -72.  -5.  85. -87.   6.   1.  -1.  -1.  -3.
   1.   0.  73. -72.]"
1521,[ 20. 596. 699.  35.  10. 599.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  2.   1.   1.  -1.  71. -70.  -5.  85. -86.   3.   2.  -1.   0.  -4.
   2.   1.  72. -71.]"
1522,[ 19. 590. 702.  32.  11. 589.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  4.   1.   0.   0.  70. -70.  -7.  86. -86.   3.   2.  -1.   0.  -3.
   2.   2.  70. -70.]"
1523,[ 18. 573. 706.  28.  12. 578.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  3.   1.   2.   0.  69. -68.  -7.  86. -87.   2.   2.  -1.  -1.  -3.
   3.   1.  68. -69.]"
1524,[ 17. 563. 712.  25.  21. 565.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  4.   1.   2.   0.  67. -67.  -7.  85. -86.   1.   3.  -1.  -2.  -4.
   3.   1.  69. -67.]"
1525,[ 17. 552. 713.  22.  24. 561.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  3.   1.   5.   1.  66. -65.  -8.  85. -86.   1.   3.  -2.  -1.  -5.
   4.   1.  66. -66.]"
1526,[ 18. 542. 716.  22.  27. 550.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  3.   1.   4.   0.  64. -64.  -7.  86. -86.   1.   2.  -2.  -1.  -5.
   4.   0.  64. -63.]"
1527,[ 30. 530. 716.  21.  36. 532.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  3.   1.   5.   1.  63. -62.  -9.  85. -86.   1.   2.  -2.  -2.  -5.
   5.   0.  63. -61.]"
1528,[ 33. 518. 716.  21.  41. 519.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  3.   1.   6.   0.  62. -60.  -8.  85. -86.   0.   3.  -2.  -2.  -6.
   5.   0.  61. -60.]"
1529,[ 36. 506. 717.  18.  45. 504.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  3.   0.   6.   0.  59. -60. -10.  85. -85.   2.   3.  -2.  -1.  -5.
   6.   0.  59. -58.]"
1530,[ 33. 494. 718.  18.  47. 489.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  4.   0.   5.   0.  58. -60. -10.  84. -85.   1.   3.  -2.  -2.  -6.
   6.   0.  57. -56.]"
1531,[ 35. 484. 718.  19.  51. 475.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  3.  -2.   6.   0.  56. -57. -10.  82. -84.   1.   2.  -2.  -1.  -6.
   6.   0.  54. -55.]"
1532,[ 36. 472. 714.  19.  52. 460.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  4.  -1.   7.  -1.  55. -54. -10.  81. -84.   1.   2.  -2.  -2.  -6.
   5.   0.  53. -53.]"
1533,[ 38. 459. 710.  23.  52. 445.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  4.  -3.   7.   0.  53. -52. -11.  80. -83.   1.   3.  -2.  -2.  -6.
   6.  -1.  51. -52.]"
1534,[ 40. 445. 704.  22.  54. 431.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  3.  -4.   6.   0.  52. -51. -11.  79. -82.   2.   2.  -4.  -3.  -6.
   6.   0.  48. -51.]"
1535,[ 50. 430. 697.  24.  55. 417.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  4.  -6.   8.   0.  51. -51. -12.  79. -83.   1.   2.  -3.  -3.  -7.
   5.   0.  48. -49.]"
1536,[ 57. 419. 695.  25.  57. 405.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  2.  -8.   8.   0.  48. -49. -12.  77. -81.   2.   3.  -3.  -3.  -7.
   5.   0.  45. -47.]"
1537,[ 63. 407. 690.  28.  59. 391.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  2.  -9.   8.   0.  44. -47. -13.  76. -80.   2.   3.  -3.  -3.  -7.
   6.  -1.  43. -46.]"
1538,[ 68. 393. 685.  30.  61. 377.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  1. -10.   8.   0.  42. -44. -14.  75. -78.   2.   3.  -3.  -4.  -8.
   5.  -1.  42. -44.]"
1539,[ 74. 376. 680.  30.  63. 364.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  2.  -8.   7.  -1.  40. -44. -14.  74. -77.   2.   3.  -3.  -5.  -7.
   4.  -1.  39. -43.]"
1540,[ 73. 358. 671.  32.  64. 349.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  1.  -6.   7.  -1.  38. -42. -15.  72. -76.   2.   3.  -4.  -4.  -7.
   5.  -1.  37. -41.]"
1541,[ 69. 341. 664.  33.  65. 339.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  1.  -5.   7.  -1.  36. -40. -15.  73. -75.   2.   3.  -3.  -4.  -7.
   4.   0.  36. -39.]"
1542,[ 63. 326. 658.  33.  64. 321.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  0.  -5.   7.   0.  35. -37. -15.  71. -74.   2.   3.  -4.  -3.  -7.
   5.  -1.  34. -37.]"
1543,[ 52. 312. 651.  34.  62. 306.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[ -1.  -5.   7.   0.  32. -36. -15.  70. -73.   2.   3.  -4.  -3.  -8.
   6.  -1.  32. -35.]"
1544,[ 49. 296. 644.  35.  63. 291.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  0.  -5.   7.   0.  32. -36. -16.  68. -73.   2.   3.  -3.  -2.  -8.
   5.  -1.  30. -34.]"
1545,[ 48. 284. 638.  34.  62. 277.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  0.  -5.   7.   0.  30. -34. -15.  66. -70.   2.   3.  -3.  -2.  -8.
   6.  -1.  28. -32.]"
1546,[ 48. 272. 626.  34.  63. 266.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  0.  -5.   7.   0.  28. -31. -15.  64. -68.   2.   3.  -3.  -4.  -8.
   6.  -1.  26. -29.]"
1547,[ 48. 259. 613.  33.  66. 250.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  0.  -5.   7.   0.  27. -30. -15.  61. -66.   2.   3.  -3.  -5.  -8.
   6.  -1.  25. -28.]"
1548,[ 48. 248. 597.  32.  68. 236.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  0.  -5.   7.   0.  25. -27. -15.  59. -63.   1.   3.  -3.  -5.  -8.
   4.  -1.  23. -27.]"
1549,[ 48. 232. 577.  31.  70. 222.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  0.  -5.   8.  -1.  24. -25. -14.  56. -60.   2.   3.  -4.  -8.  -8.
   6.  -2.  21. -25.]"
1550,[ 49. 217. 556.  32.  76. 209.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  1.  -4.   7.  -1.  20. -24. -14.  53. -56.   2.   4.  -4.  -6.  -8.
   6.  -1.  19. -23.]"
1551,[ 48. 202. 532.  34.  78. 196.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  0.  -4.   7.   0.  20. -22. -13.  50. -52.   2.   4.  -4.  -8.  -8.
   5.  -1.  18. -21.]"
1552,[ 47. 187. 505.  36.  80. 182.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[  0.  -5.   9.  -1.  18. -20. -13.  47. -50.   2.   3.  -4.  -6.  -7.
   5.  -1.  16. -19.]"
1553,[ 49. 173. 478.  38.  81. 167.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[ -1.  -6.   9.  -1.  19. -20. -12.  45. -49.   1.   3.  -4.  -6.  -8.
   5.  -1.  16. -19.]"
1554,[ 51. 163. 454.  37.  78. 155.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[ -3.  -7.   9.  -1.  17. -16. -11.  41. -46.   2.   3.  -4.  -6.  -8.
   5.  -2.  13. -17.]"
1555,[ 56. 152. 429.  36.  77. 144.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[ -3.  -6.  10.  -1.  16. -14. -11.  39. -43.   1.   3.  -4.  -5.  -8.
   5.  -1.  11. -16.]"
1556,[ 61. 144. 407.  34.  74. 132.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[ -4.  -7.   9.  -1.  13. -13. -11.  36. -40.   1.   3.  -4.  -5.  -7.
   5.  -1.  10. -13.]"
1557,[ 74. 132. 384.  33.  73. 120.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[ -3.  -8.  10.   0.  10. -11. -11.  33. -38.   1.   4.  -3.  -5.  -8.
   6.  -1.   9. -11.]"
1558,[ 79. 110. 360.  33.  73. 105.],[0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1.],"[ -4.  -6.  10.   0.   7.  -8. -10.  32. -36.   0.   4.  -4.  -6.  -7.
   6.  -1.   7. -10.]"
1559,[ 80.  92. 340.  29.  73.  91.],[0. 0. 1. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[ -5.  -4.   9.  -1.   6.  -7. -11.  28. -34.   0.   5.  -3.  -5.  -7.
   6.  -1.   6.  -8.]"
1560,[ 79.  75. 320.  30.  73.  78.],[0. 0. 1. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[ -5.  -4.   9.  -1.   3.  -5. -11.  26. -31.   1.   5.  -3.  -5.  -8.
   5.  -2.   4.  -7.]"
